,0,1,2,3,4,5,6,7,sentiment
0,1160184816060514305,chefjuanboada,Día 2 en Hotel Castellmar https://www.instagram.com/p/B0_E1F_pABbHlUjpclYzhGVmx5g67YA3uptlCE0/?igshid=2fikksbf8irn …,2019-08-10 13:43:09+00:00,0,0,,Atacames,0.8029020362979881
1,1159839684081491969,HotelCARLUZ,Llego el fin de semana y te proponemos algunas alternativas para tu diversión . Tomar el sol  disfrutar de nuestras instalaciones o dar un tranquilo paseo al atardecer en la playa . ¡Te esperamos!pic.twitter.com/ahJKvUGtll,2019-08-09 14:51:44+00:00,0,0,,Atacames,0.6886782853198854
2,1157821700341239808,oscarmera_1,#amigos procesos de formación #friends #esmeraldas #feriado2019 #instalike #likey #instagram #loveyourself #pride #lullaby #igot7 #bestmoment #oppa #fotodeldia #txt #tomorrowxtogether en Hotel Perla Verde -… https://www.instagram.com/p/B0uSNdNpcb3/?igshid=1rlqjm8cewud3 …,2019-08-04 01:12:59+00:00,3,1,#amigos #friends #esmeraldas #feriado2019 #instalike #likey #instagram #loveyourself #pride #lullaby #igot7 #bestmoment #oppa #fotodeldia #txt #tomorrowxtogether,Atacames,0.14937050930190204
3,1157462434388566018,HotelElCisne1y2,Nuestros Queridos Turistas Felices De Conocer Desde El Aire Nuestra Playa Gracias Parapente Esmeraldaspic.twitter.com/HXAFPqYxYb,2019-08-03 01:25:23+00:00,1,0,,Atacames,0.9904533975401814
4,1157361204681224195,HotelCARLUZ,!!! Simplemente !!! pic.twitter.com/LH21VSlJyT,2019-08-02 18:43:08+00:00,0,0,,Atacames,0.629842719640755
5,1147512328621088768,chefestebantv,Como estar en casita #ElEquipo de grandpacifichotelecuador #comodidad #BuenaAtención #Tonsupa #Paz #Bolón no se puede pedir más #Síganlos en Grand Pacific Hotel https://www.instagram.com/p/BzlAY7QgRYi/?igshid=twck48ltayl …,2019-07-06 14:27:13+00:00,1,0,#ElEquipo #comodidad #BuenaAtención #Tonsupa #Paz #Bolón #Síganlos,Atacames,0.2706628698543509
6,1144601255253303296,ChrisgLDU,Cabañas #OASIS lo mejor en hospedaje en estas #Vacaciones en #Súa - #Esmeraldas tu #Hotel en #Ecuador y viaja por #transesmeraldas pic.twitter.com/x4oDMcYGgh,2019-06-28 13:39:39+00:00,0,0,#OASIS #Vacaciones #Súa #Esmeraldas #Hotel #Ecuador #transesmeraldas,Atacames,0.971222150961794
7,1138627251824680961,JATC7,#feliz de estar a tu lado estos #19meses #teamo #novios #enfermeros en Coco Hotel Atacames https://www.instagram.com/p/Byl5lmplC2z/?igshid=m8mt5fh8lztm …,2019-06-12 02:01:06+00:00,0,0,#feliz #19meses #teamo #novios #enfermeros,Atacames,0.8653561391457688
8,1132441494315520000,jemf2001,Amigo fiel en Hotel Puerto Ballesta https://www.instagram.com/p/Bx58oIxBkQ1/?igshid=1aqn24ms4pit …,2019-05-26 00:21:06+00:00,0,0,,Atacames,0.574431437892134
9,1132030684409794566,casasyfincas18,Gran Oportunidad de Inversión Prestigioso Hotel de #Esmeraldas en Venta. Casas y Fincas Online anuncia sus inversionistas que se encuentra a la venta importante hotel de la Provincia verde ubicado en el… https://www.instagram.com/p/Bx3Bz-cp4Md/?igshid=1a4a78f7i4bln …,2019-05-24 21:08:41+00:00,0,0,#Esmeraldas,Atacames,0.938442668174239
